Company Name,Exchange,Symbol,Company_Name,Industry Group,Primary Sector,SIC Code,Country,Broad Group,Sub Group
"Upexi, Inc. (NasdaqCM:UPXI)",NasdaqCM:UPXI,UPXI,"Upexi, Inc.",Household Products,Consumer Staples,2834,United States,United States,United States
"Broadridge Financial Solutions, Inc. (NYSE:BR)",NYSE:BR,BR,"Broadridge Financial Solutions, Inc.",Information Services,Industrials,7373,United States,United States,United States
"SS&C Technologies Holdings, Inc. (NasdaqGS:SSNC)",NasdaqGS:SSNC,SSNC,"SS&C Technologies Holdings, Inc.",Information Services,Industrials,7370,United States,United States,United States
"ExlService Holdings, Inc. (NasdaqGS:EXLS)",NasdaqGS:EXLS,EXLS,"ExlService Holdings, Inc.",Information Services,Industrials,7374,United States,United States,United States
"Maximus, Inc. (NYSE:MMS)",NYSE:MMS,MMS,"Maximus, Inc.",Information Services,Industrials,8741,United States,United States,United States
Verra Mobility Corporation (NasdaqCM:VRRM),NasdaqCM:VRRM,VRRM,Verra Mobility Corporation,Information Services,Industrials,7374,United States,United States,United States
Concentrix Corporation (NasdaqGS:CNXC),NasdaqGS:CNXC,CNXC,Concentrix Corporation,Information Services,Industrials,7370,United States,United States,United States
"TaskUs, Inc. (NasdaqGS:TASK)",NasdaqGS:TASK,TASK,"TaskUs, Inc.",Information Services,Industrials,7374,United States,United States,United States
"CSG Systems International, Inc. (NasdaqGS:CSGS)",NasdaqGS:CSGS,CSGS,"CSG Systems International, Inc.",Information Services,Industrials,7374,United States,United States,United States
Conduent Incorporated (NasdaqGS:CNDT),NasdaqGS:CNDT,CNDT,Conduent Incorporated,Information Services,Industrials,7374,United States,United States,United States
IBEX Limited (NasdaqGM:IBEX),NasdaqGM:IBEX,IBEX,IBEX Limited,Information Services,Industrials,7370,United States,United States,United States
"TTEC Holdings, Inc. (NasdaqGS:TTEC)",NasdaqGS:TTEC,TTEC,"TTEC Holdings, Inc.",Information Services,Industrials,7389,United States,United States,United States
"Steel Connect, Inc. (NasdaqCM:STCN)",NasdaqCM:STCN,STCN,"Steel Connect, Inc.",Information Services,Industrials,7389,United States,United States,United States
"Marsh & McLennan Companies, Inc. (NYSE:MMC)",NYSE:MMC,MMC,"Marsh & McLennan Companies, Inc.",Insurance (General),Financials,6411,United States,United States,United States
Arthur J. Gallagher & Co. (NYSE:AJG),NYSE:AJG,AJG,Arthur J. Gallagher & Co.,Insurance (General),Financials,6411,United States,United States,United States
"American International Group, Inc. (NYSE:AIG)",NYSE:AIG,AIG,"American International Group, Inc.",Insurance (General),Financials,6331,United States,United States,United States
"Brown & Brown, Inc. (NYSE:BRO)",NYSE:BRO,BRO,"Brown & Brown, Inc.",Insurance (General),Financials,6411,United States,United States,United States
"Ryan Specialty Holdings, Inc. (NYSE:RYAN)",NYSE:RYAN,RYAN,"Ryan Specialty Holdings, Inc.",Insurance (General),Financials,6411,United States,United States,United States
"The Baldwin Insurance Group, Inc. (NasdaqGS:BWIN)",NasdaqGS:BWIN,BWIN,"The Baldwin Insurance Group, Inc.",Insurance (General),Financials,6411,United States,United States,United States
"Goosehead Insurance, Inc (NasdaqGS:GSHD)",NasdaqGS:GSHD,GSHD,"Goosehead Insurance, Inc",Insurance (General),Financials,6411,United States,United States,United States
Horace Mann Educators Corporation (NYSE:HMN),NYSE:HMN,HMN,Horace Mann Educators Corporation,Insurance (General),Financials,6331,United States,United States,United States
"Hagerty, Inc. (NYSE:HGTY)",NYSE:HGTY,HGTY,"Hagerty, Inc.",Insurance (General),Financials,6331,United States,United States,United States
"Abacus Life, Inc. (NasdaqCM:ABL)",NasdaqCM:ABL,ABL,"Abacus Life, Inc.",Insurance (General),Financials,6411,United States,United States,United States
Hippo Holdings Inc. (NYSE:HIPO),NYSE:HIPO,HIPO,Hippo Holdings Inc.,Insurance (General),Financials,6411,United States,United States,United States
"SelectQuote, Inc. (NYSE:SLQT)",NYSE:SLQT,SLQT,"SelectQuote, Inc.",Insurance (General),Financials,6411,United States,United States,United States
Crawford & Company (NYSE:CRD.B),NYSE:CRD.B,CRD.B,Crawford & Company,Insurance (General),Financials,6411,United States,United States,United States
"TWFG, Inc. (NasdaqGS:TWFG)",NasdaqGS:TWFG,TWFG,"TWFG, Inc.",Insurance (General),Financials,6411,United States,United States,United States
"Health In Tech, Inc. (NasdaqCM:HIT)",NasdaqCM:HIT,HIT,"Health In Tech, Inc.",Insurance (General),Financials,6411,United States,United States,United States
"eHealth, Inc. (NasdaqGS:EHTH)",NasdaqGS:EHTH,EHTH,"eHealth, Inc.",Insurance (General),Financials,6411,United States,United States,United States
"GoHealth, Inc. (NasdaqCM:GOCO)",NasdaqCM:GOCO,GOCO,"GoHealth, Inc.",Insurance (General),Financials,6411,United States,United States,United States
Atlantic American Corporation (NasdaqGM:AAME),NasdaqGM:AAME,AAME,Atlantic American Corporation,Insurance (General),Financials,6321,United States,United States,United States
"Reliance Global Group, Inc. (NasdaqCM:RELI)",NasdaqCM:RELI,RELI,"Reliance Global Group, Inc.",Insurance (General),Financials,6411,United States,United States,United States
Aflac Incorporated (NYSE:AFL),NYSE:AFL,AFL,Aflac Incorporated,Insurance (Life),Financials,6321,United States,United States,United States
"MetLife, Inc. (NYSE:MET)",NYSE:MET,MET,"MetLife, Inc.",Insurance (Life),Financials,6311,United States,United States,United States
"Prudential Financial, Inc. (NYSE:PRU)",NYSE:PRU,PRU,"Prudential Financial, Inc.",Insurance (Life),Financials,6311,United States,United States,United States
"Principal Financial Group, Inc. (NasdaqGS:PFG)",NasdaqGS:PFG,PFG,"Principal Financial Group, Inc.",Insurance (Life),Financials,6282,United States,United States,United States
Unum Group (NYSE:UNM),NYSE:UNM,UNM,Unum Group,Insurance (Life),Financials,6321,United States,United States,United States
Globe Life Inc. (NYSE:GL),NYSE:GL,GL,Globe Life Inc.,Insurance (Life),Financials,6311,United States,United States,United States
"Primerica, Inc. (NYSE:PRI)",NYSE:PRI,PRI,"Primerica, Inc.",Insurance (Life),Financials,6311,United States,United States,United States
Lincoln National Corporation (NYSE:LNC),NYSE:LNC,LNC,Lincoln National Corporation,Insurance (Life),Financials,6311,United States,United States,United States
"F&G Annuities & Life, Inc. (NYSE:FG)",NYSE:FG,FG,"F&G Annuities & Life, Inc.",Insurance (Life),Financials,6311,United States,United States,United States
"CNO Financial Group, Inc. (NYSE:CNO)",NYSE:CNO,CNO,"CNO Financial Group, Inc.",Insurance (Life),Financials,6321,United States,United States,United States
"Oscar Health, Inc. (NYSE:OSCR)",NYSE:OSCR,OSCR,"Oscar Health, Inc.",Insurance (Life),Financials,6321,United States,United States,United States
"Genworth Financial, Inc. (NYSE:GNW)",NYSE:GNW,GNW,"Genworth Financial, Inc.",Insurance (Life),Financials,6311,United States,United States,United States
"Brighthouse Financial, Inc. (NasdaqGS:BHF)",NasdaqGS:BHF,BHF,"Brighthouse Financial, Inc.",Insurance (Life),Financials,6311,United States,United States,United States
"Citizens, Inc. (NYSE:CIA)",NYSE:CIA,CIA,"Citizens, Inc.",Insurance (Life),Financials,6311,United States,United States,United States
The Progressive Corporation (NYSE:PGR),NYSE:PGR,PGR,The Progressive Corporation,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"The Travelers Companies, Inc. (NYSE:TRV)",NYSE:TRV,TRV,"The Travelers Companies, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
The Allstate Corporation (NYSE:ALL),NYSE:ALL,ALL,The Allstate Corporation,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"The Hartford Financial Services Group, Inc. (NYSE:HIG)",NYSE:HIG,HIG,"The Hartford Financial Services Group, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Cincinnati Financial Corporation (NasdaqGS:CINF),NasdaqGS:CINF,CINF,Cincinnati Financial Corporation,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
W. R. Berkley Corporation (NYSE:WRB),NYSE:WRB,WRB,W. R. Berkley Corporation,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Markel Group Inc. (NYSE:MKL),NYSE:MKL,MKL,Markel Group Inc.,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Erie Indemnity Company (NasdaqGS:ERIE),NasdaqGS:ERIE,ERIE,Erie Indemnity Company,Insurance (Prop/Cas.),Financials,6411,United States,United States,United States
Loews Corporation (NYSE:L),NYSE:L,L,Loews Corporation,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"Fidelity National Financial, Inc. (NYSE:FNF)",NYSE:FNF,FNF,"Fidelity National Financial, Inc.",Insurance (Prop/Cas.),Financials,6361,United States,United States,United States
CNA Financial Corporation (NYSE:CNA),NYSE:CNA,CNA,CNA Financial Corporation,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"American Financial Group, Inc. (NYSE:AFG)",NYSE:AFG,AFG,"American Financial Group, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"Assurant, Inc. (NYSE:AIZ)",NYSE:AIZ,AIZ,"Assurant, Inc.",Insurance (Prop/Cas.),Financials,6351,United States,United States,United States
"Kinsale Capital Group, Inc. (NYSE:KNSL)",NYSE:KNSL,KNSL,"Kinsale Capital Group, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Old Republic International Corporation (NYSE:ORI),NYSE:ORI,ORI,Old Republic International Corporation,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
RLI Corp. (NYSE:RLI),NYSE:RLI,RLI,RLI Corp.,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
First American Financial Corporation (NYSE:FAF),NYSE:FAF,FAF,First American Financial Corporation,Insurance (Prop/Cas.),Financials,6361,United States,United States,United States
"Selective Insurance Group, Inc. (NasdaqGS:SIGI)",NasdaqGS:SIGI,SIGI,"Selective Insurance Group, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"The Hanover Insurance Group, Inc. (NYSE:THG)",NYSE:THG,THG,"The Hanover Insurance Group, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Kemper Corporation (NYSE:KMPR),NYSE:KMPR,KMPR,Kemper Corporation,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Mercury General Corporation (NYSE:MCY),NYSE:MCY,MCY,Mercury General Corporation,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"Palomar Holdings, Inc. (NasdaqGS:PLMR)",NasdaqGS:PLMR,PLMR,"Palomar Holdings, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"Lemonade, Inc. (NYSE:LMND)",NYSE:LMND,LMND,"Lemonade, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"Trupanion, Inc. (NasdaqGM:TRUP)",NasdaqGM:TRUP,TRUP,"Trupanion, Inc.",Insurance (Prop/Cas.),Financials,6399,United States,United States,United States
"Skyward Specialty Insurance Group, Inc. (NasdaqGS:SKWD)",NasdaqGS:SKWD,SKWD,"Skyward Specialty Insurance Group, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Stewart Information Services Corporation (NYSE:STC),NYSE:STC,STC,Stewart Information Services Corporation,Insurance (Prop/Cas.),Financials,6361,United States,United States,United States
"Employers Holdings, Inc. (NYSE:EIG)",NYSE:EIG,EIG,"Employers Holdings, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"HCI Group, Inc. (NYSE:HCI)",NYSE:HCI,HCI,"HCI Group, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"Safety Insurance Group, Inc. (NasdaqGS:SAFT)",NasdaqGS:SAFT,SAFT,"Safety Insurance Group, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Bowhead Specialty Holdings Inc. (NYSE:BOW),NYSE:BOW,BOW,Bowhead Specialty Holdings Inc.,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"Root, Inc. (NasdaqGS:ROOT)",NasdaqGS:ROOT,ROOT,"Root, Inc.",Insurance (Prop/Cas.),Financials,6300,United States,United States,United States
"AMERISAFE, Inc. (NasdaqGS:AMSF)",NasdaqGS:AMSF,AMSF,"AMERISAFE, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
ProAssurance Corporation (NYSE:PRA),NYSE:PRA,PRA,ProAssurance Corporation,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Tiptree Inc. (NasdaqCM:TIPT),NasdaqCM:TIPT,TIPT,Tiptree Inc.,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"United Fire Group, Inc. (NasdaqGS:UFCS)",NasdaqGS:UFCS,UFCS,"United Fire Group, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
American Coastal Insurance Corporation (NasdaqCM:ACIC),NasdaqCM:ACIC,ACIC,American Coastal Insurance Corporation,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"Ambac Financial Group, Inc. (NYSE:AMBC)",NYSE:AMBC,AMBC,"Ambac Financial Group, Inc.",Insurance (Prop/Cas.),Financials,6351,United States,United States,United States
"Universal Insurance Holdings, Inc. (NYSE:UVE)",NYSE:UVE,UVE,"Universal Insurance Holdings, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Donegal Group Inc. (NasdaqGS:DGIC.A),NasdaqGS:DGIC.A,DGIC.A,Donegal Group Inc.,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"Global Indemnity Group, LLC (NYSE:GBLI)",NYSE:GBLI,GBLI,"Global Indemnity Group, LLC",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Investors Title Company (NasdaqGS:ITIC),NasdaqGS:ITIC,ITIC,Investors Title Company,Insurance (Prop/Cas.),Financials,6361,United States,United States,United States
"Heritage Insurance Holdings, Inc. (NYSE:HRTG)",NYSE:HRTG,HRTG,"Heritage Insurance Holdings, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
MBIA Inc. (NYSE:MBI),NYSE:MBI,MBI,MBIA Inc.,Insurance (Prop/Cas.),Financials,6351,United States,United States,United States
"NI Holdings, Inc. (NasdaqCM:NODK)",NasdaqCM:NODK,NODK,"NI Holdings, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Kingsway Financial Services Inc. (NYSE:KFS),NYSE:KFS,KFS,Kingsway Financial Services Inc.,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"Kingstone Companies, Inc. (NasdaqCM:KINS)",NasdaqCM:KINS,KINS,"Kingstone Companies, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"ICC Holdings, Inc. (NasdaqCM:ICCH)",NasdaqCM:ICCH,ICCH,"ICC Holdings, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
Fundamental Global Inc. (NasdaqGM:FGF),NasdaqGM:FGF,FGF,Fundamental Global Inc.,Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"Conifer Holdings, Inc. (NasdaqCM:CNFR)",NasdaqCM:CNFR,CNFR,"Conifer Holdings, Inc.",Insurance (Prop/Cas.),Financials,6331,United States,United States,United States
"BlackRock, Inc. (NYSE:BLK)",NYSE:BLK,BLK,"BlackRock, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
Blackstone Inc. (NYSE:BX),NYSE:BX,BX,Blackstone Inc.,Investments & Asset Management,Financials,6282,United States,United States,United States
KKR & Co. Inc. (NYSE:KKR),NYSE:KKR,KKR,KKR & Co. Inc.,Investments & Asset Management,Financials,6282,United States,United States,United States
"Digital Realty Trust, Inc. (NYSE:DLR)",NYSE:DLR,DLR,"Digital Realty Trust, Inc.",Investments & Asset Management,Financials,6798,United States,United States,United States
The Bank of New York Mellon Corporation (NYSE:BK),NYSE:BK,BK,The Bank of New York Mellon Corporation,Investments & Asset Management,Financials,6020,United States,United States,United States
"Ameriprise Financial, Inc. (NYSE:AMP)",NYSE:AMP,AMP,"Ameriprise Financial, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
Ares Management Corporation (NYSE:ARES),NYSE:ARES,ARES,Ares Management Corporation,Investments & Asset Management,Financials,6282,United States,United States,United States
State Street Corporation (NYSE:STT),NYSE:STT,STT,State Street Corporation,Investments & Asset Management,Financials,6020,United States,United States,United States
"T. Rowe Price Group, Inc. (NasdaqGS:TROW)",NasdaqGS:TROW,TROW,"T. Rowe Price Group, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
Northern Trust Corporation (NasdaqGS:NTRS),NasdaqGS:NTRS,NTRS,Northern Trust Corporation,Investments & Asset Management,Financials,6020,United States,United States,United States
The Carlyle Group Inc. (NasdaqGS:CG),NasdaqGS:CG,CG,The Carlyle Group Inc.,Investments & Asset Management,Financials,6282,United States,United States,United States
Blue Owl Capital Inc. (NYSE:OWL),NYSE:OWL,OWL,Blue Owl Capital Inc.,Investments & Asset Management,Financials,6799,United States,United States,United States
SEI Investments Company (NasdaqGS:SEIC),NasdaqGS:SEIC,SEIC,SEI Investments Company,Investments & Asset Management,Financials,6282,United States,United States,United States
"Franklin Resources, Inc. (NYSE:BEN)",NYSE:BEN,BEN,"Franklin Resources, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
Invesco Ltd. (NYSE:IVZ),NYSE:IVZ,IVZ,Invesco Ltd.,Investments & Asset Management,Financials,6282,United States,United States,United States
TPG Inc. (NasdaqGS:TPG),NasdaqGS:TPG,TPG,TPG Inc.,Investments & Asset Management,Financials,6200,United States,United States,United States
Hamilton Lane Incorporated (NasdaqGS:HLNE),NasdaqGS:HLNE,HLNE,Hamilton Lane Incorporated,Investments & Asset Management,Financials,6282,United States,United States,United States
"Affiliated Managers Group, Inc. (NYSE:AMG)",NYSE:AMG,AMG,"Affiliated Managers Group, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
Main Street Capital Corporation (NYSE:MAIN),NYSE:MAIN,MAIN,Main Street Capital Corporation,Investments & Asset Management,Financials,6797,United States,United States,United States
"Cohen & Steers, Inc. (NYSE:CNS)",NYSE:CNS,CNS,"Cohen & Steers, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
"Victory Capital Holdings, Inc. (NasdaqGS:VCTR)",NasdaqGS:VCTR,VCTR,"Victory Capital Holdings, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
StepStone Group Inc. (NasdaqGS:STEP),NasdaqGS:STEP,STEP,StepStone Group Inc.,Investments & Asset Management,Financials,6282,United States,United States,United States
"Hercules Capital, Inc. (NYSE:HTGC)",NYSE:HTGC,HTGC,"Hercules Capital, Inc.",Investments & Asset Management,Financials,6797,United States,United States,United States
"Federated Hermes, Inc. (NYSE:FHI)",NYSE:FHI,FHI,"Federated Hermes, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
Artisan Partners Asset Management Inc. (NYSE:APAM),NYSE:APAM,APAM,Artisan Partners Asset Management Inc.,Investments & Asset Management,Financials,6282,United States,United States,United States
"Adams Diversified Equity Fund, Inc. (NYSE:ADX)",NYSE:ADX,ADX,"Adams Diversified Equity Fund, Inc.",Investments & Asset Management,Financials,6726,United States,United States,United States
"DigitalBridge Group, Inc. (NYSE:DBRG)",NYSE:DBRG,DBRG,"DigitalBridge Group, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
"Virtus Investment Partners, Inc. (NYSE:VRTS)",NYSE:VRTS,VRTS,"Virtus Investment Partners, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
"WisdomTree, Inc. (NYSE:WT)",NYSE:WT,WT,"WisdomTree, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
"P10, Inc. (NYSE:PX)",NYSE:PX,PX,"P10, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
Central Securities Corporation (NYSEAM:CET),NYSEAM:CET,CET,Central Securities Corporation,Investments & Asset Management,Financials,6726,United States,United States,United States
"General American Investors Company, Inc. (NYSE:GAM)",NYSE:GAM,GAM,"General American Investors Company, Inc.",Investments & Asset Management,Financials,6726,United States,United States,United States
Capital Southwest Corporation (NasdaqGS:CSWC),NasdaqGS:CSWC,CSWC,Capital Southwest Corporation,Investments & Asset Management,Financials,6797,United States,United States,United States
BrightSphere Investment Group Inc. (NYSE:BSIG),NYSE:BSIG,BSIG,BrightSphere Investment Group Inc.,Investments & Asset Management,Financials,6282,United States,United States,United States
Trinity Capital Inc. (NasdaqGS:TRIN),NasdaqGS:TRIN,TRIN,Trinity Capital Inc.,Investments & Asset Management,Financials,6797,United States,United States,United States
"Associated Capital Group, Inc. (NYSE:AC)",NYSE:AC,AC,"Associated Capital Group, Inc.",Investments & Asset Management,Financials,6200,United States,United States,United States
Ares Acquisition Corporation II (NYSE:AACT),NYSE:AACT,AACT,Ares Acquisition Corporation II,Investments & Asset Management,Financials,9995,United States,United States,United States
"Innventure, Inc. (NasdaqGM:INV)",NasdaqGM:INV,INV,"Innventure, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
"Adams Natural Resources Fund, Inc. (NYSE:PEO)",NYSE:PEO,PEO,"Adams Natural Resources Fund, Inc.",Investments & Asset Management,Financials,6726,United States,United States,United States
GCM Grosvenor Inc. (NasdaqGM:GCMG),NasdaqGM:GCMG,GCMG,GCM Grosvenor Inc.,Investments & Asset Management,Financials,6200,United States,United States,United States
Agriculture & Natural Solutions Acquisition Corporation (NasdaqGM:ANSC),NasdaqGM:ANSC,ANSC,Agriculture & Natural Solutions Acquisition Corporation,Investments & Asset Management,Financials,9995,United States,United States,United States
EQV Ventures Acquisition Corp. (NYSE:EQV),NYSE:EQV,EQV,EQV Ventures Acquisition Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
AA Mission Acquisition Corp. (NYSE:AAM),NYSE:AAM,AAM,AA Mission Acquisition Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
"Diamond Hill Investment Group, Inc. (NasdaqGS:DHIL)",NasdaqGS:DHIL,DHIL,"Diamond Hill Investment Group, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
"AlTi Global, Inc. (NasdaqCM:ALTI)",NasdaqCM:ALTI,ALTI,"AlTi Global, Inc.",Investments & Asset Management,Financials,6282,United States,United States,United States
Nabors Energy Transition Corp. II (NasdaqGM:NETD),NasdaqGM:NETD,NETD,Nabors Energy Transition Corp. II,Investments & Asset Management,Financials,9995,United States,United States,United States
ASA Gold and Precious Metals Limited (NYSE:ASA),NYSE:ASA,ASA,ASA Gold and Precious Metals Limited,Investments & Asset Management,Financials,6799,United States,United States,United States
Churchill Capital Corp IX (NasdaqGM:CCIX),NasdaqGM:CCIX,CCIX,Churchill Capital Corp IX,Investments & Asset Management,Financials,9995,United States,United States,United States
GP-Act III Acquisition Corp. (NasdaqGM:GPAT),NasdaqGM:GPAT,GPAT,GP-Act III Acquisition Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
Centurion Acquisition Corp. (NasdaqGM:ALF),NasdaqGM:ALF,ALF,Centurion Acquisition Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
M3-Brigade Acquisition V Corp. (NasdaqGM:MBAV),NasdaqGM:MBAV,MBAV,M3-Brigade Acquisition V Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
Bridge Investment Group Holdings Inc. (NYSE:BRDG),NYSE:BRDG,BRDG,Bridge Investment Group Holdings Inc.,Investments & Asset Management,Financials,6200,United States,United States,United States
GigCapital7 Corp. (NasdaqGM:GIG),NasdaqGM:GIG,GIG,GigCapital7 Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
Saratoga Investment Corp. (NYSE:SAR),NYSE:SAR,SAR,Saratoga Investment Corp.,Investments & Asset Management,Financials,6797,United States,United States,United States
Haymaker Acquisition Corp. 4 (NYSE:HYAC),NYSE:HYAC,HYAC,Haymaker Acquisition Corp. 4,Investments & Asset Management,Financials,9995,United States,United States,United States
Voyager Acquisition Corp. (NasdaqGM:VACH),NasdaqGM:VACH,VACH,Voyager Acquisition Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
Cohen Circle Acquisition Corp. I (NasdaqGM:CCIR),NasdaqGM:CCIR,CCIR,Cohen Circle Acquisition Corp. I,Investments & Asset Management,Financials,9995,United States,United States,United States
Lionheart Holdings (NasdaqGM:CUB),NasdaqGM:CUB,CUB,Lionheart Holdings,Investments & Asset Management,Financials,9995,United States,United States,United States
Bold Eagle Acquisition Corp. (NasdaqGM:BEAG),NasdaqGM:BEAG,BEAG,Bold Eagle Acquisition Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
SIM Acquisition Corp. I (NasdaqGM:SIMA),NasdaqGM:SIMA,SIMA,SIM Acquisition Corp. I,Investments & Asset Management,Financials,9995,United States,United States,United States
Aldel Financial II Inc. (NasdaqGM:ALDF),NasdaqGM:ALDF,ALDF,Aldel Financial II Inc.,Investments & Asset Management,Financials,9995,United States,United States,United States
Andretti Acquisition Corp. II (NasdaqGM:POLE),NasdaqGM:POLE,POLE,Andretti Acquisition Corp. II,Investments & Asset Management,Financials,9995,United States,United States,United States
Vine Hill Capital Investment Corp. (NasdaqGM:VCIC),NasdaqGM:VCIC,VCIC,Vine Hill Capital Investment Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
Graf Global Corp. (NYSEAM:GRAF),NYSEAM:GRAF,GRAF,Graf Global Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
GSR III Acquisition Corp. (NasdaqGM:GSRT),NasdaqGM:GSRT,GSRT,GSR III Acquisition Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
HCM II Acquisition Corp. (NasdaqGM:HOND),NasdaqGM:HOND,HOND,HCM II Acquisition Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
Launch One Acquisition Corp. (NasdaqGM:LPAA),NasdaqGM:LPAA,LPAA,Launch One Acquisition Corp.,Investments & Asset Management,Financials,9995,United States,United States,United States
Newbury Street II Acquisition Corp (NasdaqGM:NTWO),NasdaqGM:NTWO,NTWO,Newbury Street II Acquisition Corp,Investments & Asset Management,Financials,9995,United States,United States,United States
SilverBox Corp IV (NYSE:SBXD),NYSE:SBXD,SBXD,SilverBox Corp IV,Investments & Asset Management,Financials,9995,United States,United States,United States
Bleichroeder Acquisition Corp. I (NasdaqGM:BACQ),NasdaqGM:BACQ,BACQ,Bleichroeder Acquisition Corp. I,Investments & Asset Management,Financials,9995,United States,United States,United States
Colombier Acquisition Corp. II (NYSE:CLBR),NYSE:CLBR,CLBR,Colombier Acquisition Corp. II,Investments & Asset Management,Financials,9995,United States,United States,United States
Helix Acquisition Corp. II (NasdaqGM:HLXB),NasdaqGM:HLXB,HLXB,Helix Acquisition Corp. II,Investments & Asset Management,Financials,9995,United States,United States,United States
FACT II Acquisition Corp (NasdaqGM:FACT),NasdaqGM:FACT,FACT,FACT II Acquisition Corp,Investments & Asset Management,Financials,9995,United States,United States,United States
Oaktree Acquisition Corp. III Life Sciences (NasdaqGM:OACC),NasdaqGM:OACC,OACC,Oaktree Acquisition Corp. III Life Sciences,Investments & Asset Management,Financials,8000,United States,United States,United States
Melar Acquisition Corp. I (NasdaqGM:MACI),NasdaqGM:MACI,MACI,Melar Acquisition Corp. I,Investments & Asset Management,Financials,9995,United States,United States,United States
Keen Vision Acquisition Corporation (NasdaqGM:KVAC),NasdaqGM:KVAC,KVAC,Keen Vision Acquisition Corporation,Investments & Asset Management,Financials,9995,United States,United States,United States
Dynamix Corporation (NasdaqGM:DYNX),NasdaqGM:DYNX,DYNX,Dynamix Corporation,Investments & Asset Management,Financials,9995,United States,United States,United States
Ellington Credit Company (NYSE:EARN),NYSE:EARN,EARN,Ellington Credit Company,Investments & Asset Management,Financials,6798,United States,United States,United States
Spark I Acquisition Corporation (NasdaqGM:SPKL),NasdaqGM:SPKL,SPKL,Spark I Acquisition Corporation,Investments & Asset Management,Financials,9995,United States,United States,United States
